Lessonid,Description,Courseid,Id
189,189. Updating the mapping configuration,33,7130
189,189. Barras de progreso,41,8362
189,189. Audio y Vídeo,42,8606
189,189. Ejercicio estructura del códi HTML,46,9419
189,189. 189. Creando funci�n para cerrar sesi�n y endpoints en blanco,47,9676
189,189. 189. Introducción a la práctica,49,9960
190,190. 190. Analizando la Propuesta de diseño,49,9961
190,190. 190. Creando plantilla create todo,47,9677
190,190. Arquitectura de directorios del sitio,46,9418
190,190. Canvas (I),42,8607
190,190. Colores,41,8408
190,190. Returning an attendee DTO,33,7129
190,190. Creating a personalized news feed,34,7515
190,190. Creando una landing page de precios usando unicamente Bootstrap - Parte 1,40,8169
190,190. Parámetros por la url,29,6433
190,190. Alineación vertical de elementos,28,6306
190,190. Adding the message thread in the client,25,4974
190,190. Creating the login form,24,4701
190,190. Obtener Datos de Perfil de Usuario,22,4437
190,190. Consumir imagen desde Login y Perfil Usuario,17,3898
190,190. Passing Data via Subjects &amp; Subscriptions,10,2749
190,190. Restarting Containers,9,2508
190,190. Manejo de Error NotFound,14,3434
190,190. Executing TypeScript Code with Node.js,2,680
190,190. Adding Arrays to Arrays with concat(),1,557
190,190. Working with int32,7,1941
190,190. Wrap Up,8,2197
190,190. TD: Accessing the Form with @ViewChild,3,1174
190,190. Onwards To A More Realistic Example,5,1670
191,191. Building a Custom Http Hook,5,1669
191,191. TD: Adding Validation to check User Input,3,1173
191,191. Useful Resources &amp; Links,8,2196
191,191. Working with int64,7,1942
191,191. Setting up a Project,2,681
191,191. Retrieving Indexes with indexOf() /&amp;<br><span>lastIndexOf()</span>,1,576
191,191. Middleware para errores,14,3435
191,191. Scaling in Action,9,2509
191,191. UI State in Action,10,2747
191,191. Funcionalidad Generica para Subir Archivos,17,3899
191,191. Agregar imagen global a perfil de usuario,22,4438
191,191. Angular forms introduction,24,4700
191,191. Styling the message thread,25,4975
191,191. Función Calc de CSS,28,6307
191,191. Redirecciones router navigate,29,6432
191,191. Creando una landing page de precios usando unicamente Bootstrap - Parte 2,40,8170
191,191. Adding functions for the feed,34,7516
191,191. Summary of section 16,33,7128
191,191. Fondos,41,8363
191,191. Canvas (II),42,8608
191,191. Ejercicio revisión de arquitectura de directorios,46,9417
191,191. 191. Creando un todo,47,9678
191,191. 191. Buscando fuentes de  Inspiración,49,9962
192,192. 192. Bocetando el Lotipo,49,9963
192,192. 192. Creando plantilla update todo,47,9679
192,192. Contacto y Términos de Uso,46,9416
192,192. Desafío HTML5 - Reloj,42,8609
192,192. Clases especiales para tamaños y espaciados,41,8395
192,192. Introduction,33,7134
192,192. Listening to the news feed,34,7517
192,192. Creando una plantilla de blog usando unicamente Bootstrap - Parte 1,40,8171
192,192. ngTemplate - If y else en las vistas,29,6438
192,192. Ordenar elementos,28,6308
192,192. Activating the message tab,25,4976
192,192. Using reactive forms in Angular,24,4699
192,192. Sesion de usuario responsive,22,4439
192,192. Funcionalidad Generica para Consultar Archivo,17,3900
192,192. Updating Places,10,2746
192,192. Updating Deployments,9,2510
192,192. Ordenamiento de consultas con EF,14,3436
192,192. Finding Stuff: find() and findIndex(),1,577
192,192. Finished Setup &amp; Working with Types (in Node + Express Apps),2,682
192,192. Doing Maths with Floats int32s &amp; int64s,7,1943
192,192. Optional: Expert Track Introduction,8,2195
192,192. Built-in Validators &amp; Using HTML5 Validation,3,1172
192,192. Using the Custom Http Hook,5,1668
193,193. Adjusting the Custom Hook Logic,5,1667
193,193. TD: Using the Form State,3,1171
193,193. Module Introduction,8,2194
193,193. What's Wrong with Normal Doubles?,7,1944
193,193. Adding Middleware &amp; Types,2,683
193,193. Is it Included?,1,578
193,193. Ordenamiento en controllers dinamico,14,3437
193,193. Deployment Rollbacks &amp; History,9,2544
193,193. UI State with Bookable Places,10,2745
193,193. Controller para Manejo de Archivos,17,3901
193,193. Paginacion de usuarios,22,4440
193,193. Submitting data to the server,24,4698
193,193. Using query params,25,4977
193,193. Offset,28,6309
193,193. ngTemplate - Then - If else,29,6431
193,193. Creando una plantilla de blog usando unicamente Bootstrap - Parte2,40,8172
193,193. Displaying the news feed events,34,7518
193,193. Creating a profile page,33,7127
193,193. [PRACTICA] Creando un sitio con Bootstrap 5 - Iniciando el proyecto,41,8396
193,193. Otras carateri´sticas de HTML5,42,8610
193,193. Ejercicio formulario de contacto,46,9415
193,193. 193. Actualizando el todo,47,9680
193,193. 193. Buscando Recursos para el lo,49,9964
194,194. 194. Definiendo Colores de Letras,49,9965
194,194. 194. Eliminando el todo,47,9681
194,194. Gramática y Ortografía,46,9292
194,194. ¿Qué hay de nuevo en CSS3?,42,8611
194,194. [PRACTICA] Creando un sitio con Bootstrap 5 - Navbar,41,8397
194,194. Adding a profile header,33,7125
194,194. Summary of section 16,34,7519
194,194. Creando una plantilla de blog usando unicamente Bootstrap - Parte 3,40,8173
194,194. Crear servicios,29,6429
194,"194. Columnas, tamaños y diseño adaptable",28,6310
194,194. Using route resolvers,25,4978
194,194. Updating the nav bar for the logged in user,24,4697
194,194. Editar Usuarios en Grid,22,4441
194,194. Agregar FirstOrDefaultAsync() en metodos para devolver Imagenes,17,3902
194,194. Filtering &amp; Navigation,10,2744
194,194. The Imperative vs The Declarative Approach,9,2546
194,194. Filtros en NET Core,14,3438
194,194. Working with Controllers &amp; Parsing Request Bodies,2,684
194,194. Alternative to for Loops: The forEach()<br><span>Method</span>,1,598
194,194. Working with Decimal 128bit,7,1945
194,194. How we Could Improve our Project,8,2200
194,194. TD: Outputting Validation Error Messages,3,1170
194,194. Using The Custom Hook In More Components,5,1666
195,195. Module Resources,5,1665
195,195. TD: Set Default Values with ngModel Property Binding,3,1169
195,195. Understanding Flexbox,8,2193
195,195. Wrap Up,7,1946
195,195. Transforming Data with map(),1,599
195,195. More CRUD Operations,2,685
195,195. Paginacion en EF,14,3439
195,195. Creating a Deployment Configuration File (Declarative Approach),9,2609
195,195. Booking Places,10,2743
195,195. Instalacion de componente Upload,17,3903
195,195. Agregar Role administrador a usuario,22,4443
195,195. Persisting the login,24,4696
195,195. Sending messages,25,4979
195,195. Media queries para Bootstrap,28,6311
195,195. Servicios y HttpClient,29,6428
195,195. Introduction,34,7520
195,195. Adding the profile content,33,7124
195,195. [PRACTICA] Creando un sitio con Bootstrap 5 - Slideshow,41,8398
195,195. Novedades de Bootstrap 4.1,40,8274
195,195. Selectores avanzados,42,8612
195,195. Ejercicio ortografía,46,9291
195,195. 195. Agregando seguridad,47,9682
195,195. 195. Retocando el Fondo para el lotipo,49,9966
196,196. 196. Integrando la pelota con luces y sombras,49,9967
196,196. 196. Introducci�n a la secci�n,47,9683
196,196. IP y Ubicación del Servidor,46,9290
196,196. Pseudo-clases,42,8613
196,196. Conclusión del curso,40,8299
196,196. [PRACTICA] Creando un sitio con Bootstrap 5 - Galería,41,8399
196,196. Getting the profile data,33,7123
196,196. Implementing pagination,34,7521
196,196. Efecto de carga,29,6427
196,196. Viewport para mejorar el diseño adaptable,28,6312
196,196. Fixing the photo weirdness,25,4980
196,196. Adding a dropdown to the navbar,24,4675
196,196. Ordenes de compra en Net Core,22,4454
196,196. Implementar upload en Perfil de Usuario,17,3904
196,196. Fixing a Bug,10,2742
196,196. Adding Pod and Container Specs,9,2547
196,196. Paginacion para Productos,14,3440
196,196. Wrap Up,2,686
196,196. sort()ing and reverse()ing,1,600
196,196. Useful Resources &amp; Links,7,1947
196,196. Creating a Flex Container,8,2191
196,196. TD: Using ngModel with Two-Way-Binding,3,1168
196,196. Module Introduction,5,1664
197,197. Our Starting Setup,5,1663
197,197. TD: Grouping Form Controls,3,1167
197,197. Using flex-direction &amp; flex-wrap,8,2190
197,197. Module Introduction,7,1948
197,197. Filtering Arrays with filter(),1,601
197,197. Useful Resources &amp; Links,2,763
197,197. Implementar Paginacion en controllers,14,3441
197,197. Working with Labels &amp; Selectors,9,2580
197,197. Canceling Bookings,10,2748
197,197. Implementar upload en Perfil de Usuario - Parte 2,17,3879
197,197. Agregar entidad Orden de Compra,22,4444
197,197. Form Validation in Angular,24,4674
197,197. Ocultar y mostrar en vista responsive,28,6313
197,197. Deleting messages on the API,25,4982
197,197. ¿Que es una Pipe o Filtro?,29,6426
197,197. Improving the paging UI,34,7496
197,197. Getting the profile data part 2,33,7122
197,197. [PRACTICA] Creando un sitio con Bootstrap 5 - Footer,41,8400
197,197. Gradientes y sombras,42,8614
197,197. Cloaking,46,9241
197,197. 197. Hola Mundo,47,9684
197,197. 197. Añadiendo Grietas a la pared,49,9968
198,198. 198. Añadiendo Grietas a los textos,49,9969
198,198. 198. Sistema de grilla,47,9685
198,198. ogle Analytics,46,9165
198,198. Transformaciones y animaciones,42,8615
198,198. Conclusión de la sección y donde aprender más,41,8401
198,198. Displaying the photos,33,7121
198,198. Infinite scroll,34,7495
198,198. Pipes de fechas,29,6425
198,198. Altura y anchura,28,6314
198,198. Deleting messages on the client,25,5016
198,198. Displaying validation errors,24,4673
198,198. Configuracion de Orden de Compra,22,4445
198,198. Crear action para Procesar Archivos,17,3878
198,198. Finishing Touches,10,2758
198,198. Creating a Service Declaratively,9,2581
198,198. Paginacion con parametros,14,3442
198,198. Roundup,2,813
198,198. Where Arrow Functions Shine!,1,602
198,198. Understanding the Importance of Main Axis &amp; Cross Axis,8,2189
198,198. Understanding Role Based Access Control,7,1950
198,198. TD: Handling Radio Buttons,3,1166
198,198. What's So Complex About Forms?,5,1662
199,199. Dealing With Form Submission &amp; Getting User Input Values,5,1661
199,199. TD: Setting and Patching Form Values,3,1165
199,199. Working with align-items &amp; justify-content,8,2188
199,199. Roles - Examples,7,1983
199,199. The Important reduce() Method,1,603
199,199. Busqueda de productos,14,3456
199,199. Updating &amp; Deleting Resources,9,2582
199,199. Useful Resources &amp; Links,10,2766
199,199. Guardando imagenes en React Hooks Perfil Usuario,17,3877
199,199. Migration de Orden de Compra,22,4446
199,199. Creating a reusable text input,24,4663
199,199. Bordes,28,6291
199,199. Section 15 summary,25,5048
199,199. Filtros de transformación de textos,29,6424
199,199. Fixing the event detailed page,34,7494
199,199. Conditionally rendering the photo widget,33,7120
199,199. Introducción y Estructura Básica,41,8402
199,199. Disposiciones y Cálculos (I),42,8617
199,199. Ejercicio datos de analytics,46,9164
199,199. 199. Botones,47,9686
199,199. 199. Colocando frase opcional,49,9970
200,200. 200. Creando Documentos Artboard,49,9971
200,200. 200. Inputs,47,9687
200,200. Conclusión,46,9163
200,200. Disposiciones y Cálculos (II),42,8628
200,200. Header y Características,41,8403
200,200. Creating a photo upload widget,33,7126
200,200. Fixing the event filters,34,7480
200,200. Pipes personalizados,29,6430
200,200. Flotados,28,6290
200,200. Introduction,25,5017
200,200. Reusable text input template,24,4651
200,200. Creacion de interfaces operations OrdenCompra,22,4447
200,200. Consumir imagenes desde el backend en React Hooks,17,3863
200,200. Module Introduction,10,2759
200,200. Multiple vs Single Config Files,9,2583
200,200. Cors en ASP.NET Core,14,3455
200,200. Chaining Methods in JavaScript,1,604
200,200. Creating a User,7,1984
200,200. And What About align-content?,8,2187
200,200. TD: Using Form Data,3,1164
200,200. Adding Basic Validation,5,1673
201,201. Providing Validation Feedback,5,1660
201,201. TD: Resetting Forms,3,1163
201,201. Improving the Navigation Bar with Flexbox,8,2186
201,201. Built-In Roles - An Overview,7,1985
201,201. Arrays &amp; Strings - split() and join(),1,606
201,201. Instalacion de paquetes de seguridad,14,3454
201,201. More on Labels &amp; Selectors,9,2584
201,201. How To Connect to a Backend,10,2773
201,201. Consumir Imagenes de Forma Global en la App React Hooks,17,3852
201,201. Crear Controllers para Orden de Compra,22,4448
201,201. Creating a register form,24,4650
201,201. Colores y fondos,28,6289
201,201. Setting up the entities,25,5051
201,201. Solución error Rxjs de Angular 6 - Http,29,6440
201,201. Dealing with duplicate data,34,7469
201,201. Adding a Dropzone,33,7136
201,"201. Fotos, Clientes y Precios",41,8404
201,201. Documentación adicional HTML5 y CSS3,42,8618
201,201. Bonus: Cómo programar contenido en Twitter,46,9162
201,201. 201. Inputs con variables,47,9688
201,201. 201. Configurando la interface,49,9972
202,202. 202. Archivos PSD clásicos vs Archivos Artboards,49,9973
202,202. 202. LabelFrame,47,9689
202,202. Bonus: Cómo programar contenido en Facebook,46,9161
202,202. Introducción a la Sección de Python,42,8619
202,202. Reviews y Footer,41,8405
202,202. Styling the Dropzone,33,7144
202,202. Implementing data consistency,34,7470
202,202. Crear formularios,29,6448
202,202. Configuring the DbContext,25,5052
202,202. Margenes y paddings,28,6276
202,202. Dealing with modelstate errors,24,4649
202,202. Generar Orden de Compra Operacion,22,4449
202,202. Agregando seguridad a componentes React Hooks,17,3853
202,202. Setting Up Firebase,10,2772
202,202. Liveness Probes,9,2585
202,202. Creacion de entidad Usuario,14,3453
202,202. The Spread Operator (...),1,614
202,202. Your Challenge - Working on the Mobile Navigation Bar,8,2192
202,202. Assigning Roles to Users &amp; Databases,7,2019
202,202. Introduction to the Reactive Approach,3,1188
202,202. Handling the was touched State,5,1658
203,203. React To Lost Focus,5,1657
203,203. Reactive: Setup,3,1190
203,203. Updating &amp; Extending Roles to Other Databases,7,2020
203,203. Improving the Footer,8,2201
203,203. Understanding Array Destructuring,1,607
203,203. Creacion de dbContext ConnectionString,14,3452
203,203. A Closer Look at the Configuration Options,9,2586
203,203. Sending Data via Http,10,2771
203,203. Agregando seguridad a componentes React Hooks - Parte 2,17,3854
203,203. Factorizar Generic Repositories,22,4450
203,203. Async validation,24,4648
203,203. Sombras,28,6266
203,203. Configuring the startup class,25,5053
203,203. Validar formulario Angular,29,6441
203,203. Updating security rules,34,7471
203,203. Adding a react cropper,33,7137
203,203. Estilos CSS del Header,41,8406
203,203. ¿Por qué aprender Python?,42,8620
203,203. Bonus: Cómo programar contenido en YouTube,46,9160
203,203. 203. Frame,47,9690
203,203. 203. Diferentes formas de crear nuevos artboards,49,9974
204,204. 204. Artboards y Smart Objects,49,9975
204,204. 204. Ejercicio: calculadora de pies a metros,47,9691
204,204. Ejercicio programar post en Instagram,46,9159
204,204. Hola Mundo en Python,42,8621
204,204. Estilos CSS de las Características y Clientes,41,8407
204,204. Adding the photo upload method,33,7151
204,204. Summary of section 17,34,7472
204,"204. Ejercicio con Formularios, AJAX y HTTP Post",29,6455
204,204. Refactoring and adding a new migration,25,5054
204,204. Visibilidad,28,6267
204,204. Improving the async validator,24,4647
204,204. Actualizar Generic Repository,22,4451
204,204. Manejo de Promesas en React Hooks y ASP.NET Core,17,3855
204,204. Using Response Data,10,2770
204,204. Summary,9,2587
204,204. Creacion de archivo de migracion,14,3451
204,204. Maps &amp; Sets - Overview,1,608
204,204. Flexbox and the Z-Index,8,2202
204,204. Adding SSL Transport Encryption,7,2021
204,204. Reactive: Creating a Form in Code,3,1217
204,204. Refactoring &amp; Deriving States,5,1656
205,205. Managing The Overall Form Validity,5,1655
205,205. Reactive: Syncing HTML and Form,3,1191
205,205. Encryption at REST,7,2022
205,205. [OPTIONAL] Assignment Solution,8,2203
205,205. Working with Sets,1,609
205,205. Crear usuario con IdentityCore Manager,14,3457
205,205. Module Resources,9,2588
205,205. Fetching &amp; Displaying Data,10,2769
205,205. Creacion de Formulario Nuevo Curso,17,3856
205,205. Guardar una orden de compra,22,4452
205,205. Creating an auth guard,24,4646
205,205. Textos,28,6268
205,205. Updating the seed method,25,5055
205,205. Ejercicios Angular,29,6454
205,205. Introduction,34,7473
205,205. Setting the main photo,33,7150
205,205. Estilos CSS de los Precios,41,8409
205,205. Variables y arrays,42,8622
205,205. Ejercicio calendario de Publicaciones,46,9158
205,205. 205. Ejercicio: Calculadora,47,9692
205,205. 205. Gestion de color en web y apps,49,9976
206,206. 206. Bocetando la estructura de la web,49,9977
206,206. 206. Quit,47,9693
206,206. Introducción a Diseño y Usabilidad,46,9157
206,206. Bucles en Python,42,8623
206,206. Estilos CSS de las Reviews y Footer,41,8423
206,206. Deleting photos,33,7149
206,206. Checking anonymous access,34,7474
206,206. MEAN Stack - ¿Que aprenderé?,29,6453
206,206. Updating the account controller,25,5056
206,206. Mostrar códi,28,6269
206,206. Using the replay subject,24,4645
206,206. Consulta de orden de compra,22,4453
206,206. Manejo de Fechas en React Hooks,17,3857
206,206. Updating Places,10,2768
206,206. Module Introduction,9,2589
206,206. Ejecutar migracion de seguridad,14,3450
206,206. Working with Maps,1,610
206,206. Adding Flexbox to the Customers Page,8,2218
206,206. Wrap Up,7,2023
206,206. Reactive: Submitting the Form,3,1216
206,206. Adding A Custom Input Hook,5,1654
207,207. Re-Using The Custom Hook,5,1653
207,207. Reactive: Adding Validation,3,1215
207,207. Useful Resources &amp; Links,7,2024
207,207. Using the order Property for a Flex Item,8,2217
207,207. Maps vs Objects,1,611
207,207. Creacion de controller para login,14,3448
207,207. Starting Project &amp; What We Know Already,9,2590
207,207. Fetching Data in Multiple Places,10,2774
207,207. Creacion de variables de estado locales,17,3858
207,207. Implementar Controller de Consultas,22,4585
207,207. Summary of section 17,24,4644
207,207. Introducción a los componentes de Bootstrap,28,6270
207,207. Adding roles to the app,25,5057
207,207. Introducción a MonDB,29,6452
207,207. Creating a modal to prompt login,34,7475
207,207. Summary of section 17,33,7148
207,207. Adaptando nuestro sitio a dispositivos móviles,41,8410
207,207. Instrucciones if en Python,42,8624
207,207. Tiempo de Carga,46,9166
207,207. 207. Messagebox,47,9694
207,207. 207. Sistemas de grillas para web,49,9978
208,208. 208. Creación guías para artboards,49,9979
208,208. 208. Image,47,9695
208,208. Ejercicio reducir tamaño de archivos e imágenes,46,9156
208,208. Funciones en Python,42,8625
208,208. Que es Wordpress,41,8411
208,208. Challenge introduction,33,7147
208,208. Creating a private route,34,7476
208,208. Teoría de MonDB / Diferencia entre NoSQL y SQL,29,6451
208,208. Adding the roles to the JWT token,25,5058
208,208. Barra de navegación,28,6271
208,208. Introduction,24,4643
208,208. Mapping de Ordenes de Compra,22,4586
208,208. Agregar componente hook Upload,17,3859
208,208. Loading Data in a Single Place,10,2767
208,208. Kubernetes &amp; Volumes - More Than Docker Volumes,9,2591
208,208. Crear Method para Registrar usuarios,14,3447
208,208. Understanding WeakSet,1,612
208,208. Working with align-self,8,2216
208,208. Module Introduction,7,2025
208,208. Reactive: Getting Access to Controls,3,1214
208,208. A Challenge For You!,5,1652
209,209. Applying Our Hook &amp; Knowledge To A New Form,5,1651
209,209. Reactive: Grouping Controls,3,1213
209,209. What Influences Performance?,7,2026
209,209. Understanding flex-grow,8,2215
209,209. Understanding WeakMap,1,613
209,209. Generacion de Token,14,3446
209,209. Kubernetes Volumes: Theory &amp; Docker Comparison,9,2592
209,209. Updating Places Correctly,10,2765
209,209. Guardar Curso e Imagen en ASP.NET Core,17,3860
209,209. Creating the order aggregate part 1,24,4642
209,209. Alertas,28,6272
209,209. Adding policy based authorisation,25,5059
209,209. Instalar MonDB,29,6450
209,209. Connecting the router to the store,34,7477
209,209. Introduction,33,7146
209,209. Diferencia entre Wordpress.org y Wordpress.com,41,8412
209,209. Proyecto Python: Mastermind (I),42,8626
209,209. Cómo medir la experiencia de usuario,46,9154
209,209. 209. Carrusel de im�genes,47,9696
209,209. 209. Finalizando el dibujo de guías,49,9980
210,210. 210. Colocando elementos de la web,49,9981
210,210. 210. Radiobutton,47,9697
210,210. Spam Publicitario,46,9153
210,210. Proyecto Python: Mastermind (II),42,8627
210,210. Descargando e Instalando un Servidor Local,41,8413
210,210. Setting up the comment entity,33,7152
210,210. Redirecting the user with connected router,34,7478
210,210. MonDB en Mac OS,29,6456
210,210. Getting the users with roles,25,5060
210,210. Migas de pan,28,6273
210,210. Creating the order aggregate part 2,24,4641
210,210. Validacion de Curso e Imagen,17,3861
210,210. Error Handling,10,2764
210,210. Creating a New Deployment &amp; Service,9,2593
210,210. Implementacion de token en controllers,14,3445
210,210. Wrap Up,1,597
210,210. Applying flex-shrink,8,2214
210,210. Understanding Capped Collections,7,2027
210,210. Fixing a Bug,3,1212
210,210. Summary,5,1650
211,211. Bonus: Using useReducer(),5,1649
211,211. Reactive: Arrays of Form Controls (FormArray),3,1211
211,211. What are Replica Sets?,7,2028
211,211. Comparing flex-basis vs width &amp; height,8,2213
211,211. Useful Resources &amp; Links,1,596
211,211. Implementar controllers methods para Usuario,14,3444
211,211. Getting Started with Kubernetes Volumes,9,2594
211,211. Fetching Single Places,10,2763
211,211. Paginacion en React Hooks,17,3862
211,211. Configuring the order entities,24,4640
211,211. Badgets,28,6274
211,211. Editing user roles,25,5061
211,211. Administrador visual de MonDB: RoboMon / Robo3T,29,6449
211,211. Showing the modal on click,34,7479
211,211. Adding a comment DTO and mapping,33,7145
211,211. Instalando Wordpress,41,8414
211,211. Documentación adicional Python,42,8736
211,211. Seguridad https,46,9152
211,211. 211. Lista de Radiobutton,47,9698
211,211. 211. Finalizando colocación de elementos,49,9982
212,212. 212. Creando layout versión Tabletas,49,9983
212,212. 212. Ventanas,47,9699
212,212. Responsive Design,46,9151
212,212. Despedida del curso,42,8763
212,212. Entendiendo la Interfaz de Wordpress,41,8415
212,212. Adding the create handler,33,7143
212,212. More on Firestore security rules,34,7481
212,212. NodeJS - ¿Que aprenderé?,29,6447
212,212. Adding an admin component,25,5062
212,212. Tarjetas,28,6275
212,212. Store context update and seeding delivery methods,24,4639
212,212. Trabajando con Table de Material Design,17,3864
212,212. Adding a Booking,10,2762
212,212. A First Volume: The emptyDir Type,9,2595
212,212. Direccion de usuarios,14,3443
212,212. Module Introduction,1,595
212,212. Wrap Up,8,2212
212,212. Understanding Sharding,7,2029
212,212. Reactive: Creating Custom Validators,3,1210
212,212. Module Resources,5,1648
213,213. Module Introduction,5,1647
213,213. Reactive: Using Error Codes,3,1209
213,213. Deploying a MonDB Server,7,2030
213,213. Useful Resources &amp; Links,8,2211
213,213. What's an Object?,1,594
213,213. Actualizar direccion de usuarios,14,3476
213,213. A Second Volume: The hostPath Type,9,2596
213,213. Fetching Bookings By User,10,2761
213,213. Implementar componente Paginador,17,3876
213,213. Creating the order migration,24,4638
213,213. Botones,28,6277
213,213. Adding an admin guard,25,5063
213,213. Introducción a NodeJS,29,6446
213,213. Restricting API Key usage,34,7493
213,213. Adding a list handler,33,7142
213,213. Actualización de la sección,41,8416
213,213. Cómo combinar los colores,46,9150
213,213. 213. Archivos,47,9700
213,213. 213. Creando Layout vesión Mobile,49,9984
214,214. 214. Revisando servicios de Adobe de color y tipografía,49,9985
214,214. 214. Sliders,47,9701
214,214. Qué colores usar,46,9149
214,214. Agregando Nuevos Artículos,41,8417
214,214. Adding a SignalR Hub,33,7141
214,214. Summary of section 18,34,7482
214,214. Aplicación de consola con Node,29,6445
214,214. Adding a custom directive,25,5064
214,214. Slider / Galeria,28,6288
214,214. Creating an order service,24,4637
214,214. Busquedas en Paginacion,17,3865
214,214. Deleting Bookings,10,2760
214,214. Understanding the CSI Volume Type,9,2597
214,214. Redis en Ecommerce,14,3494
214,214. Objects &amp; Primitive Values,1,579
214,214. Module Introduction,8,2210
214,214. Using MonDB Atlas,7,2031
214,214. Reactive: Creating a Custom Async Validator,3,1208
214,214. Moving Meals Data To The Backend,5,1659
215,215. Fetching Meals via Http,5,1674
215,215. Reactive: Reacting to Status or Value Changes,3,1207
215,215. Backups &amp; Setting Alerts in MonDB Atlas,7,2032
215,215. What is the CSS Grid?,8,2209
215,215. Objects - Recap,1,580
215,215. Cadena de conexion Redis en NET Core,14,3495
215,215. From Volumes to Persistent Volumes,9,2598
215,215. Wrap Up,10,2775
215,215. Busquedas en Paginacion - Parte 2,17,3866
215,215. Implementing the create order method,24,4652
215,215. Jumbotron,28,6278
215,215. Adding the edit roles component,25,5065
215,215. Crear proyecto en Nodejs,29,6444
215,215. Introduction,34,7483
215,215. Authenticating to SignalR,33,7140
215,"215. Caterías, Etiquetas y Medios",41,8418
215,215. Tipografías parte 1,46,9148
215,215. 215. Checkbutton,47,9702
215,215. 215. Estableciendo librería de color,49,9986
216,216. 216. Seleccionando Tipografías,49,9987
216,"216. 216. OptionMenu, los dropdown de TkInter",47,9703
216,216. Tipografías parte 2,46,9147
216,216. Paginas,41,8419
216,216. Adding SignalR to the client,33,7139
216,216. Optimizing the events,34,7484
216,216. Instalar dependencias,29,6443
216,216. Setting up modals,25,5066
216,"216. Modals, pop-ups y ventanas emergentes",28,6279
216,216. Creating the order controller,24,4653
216,216. Generar Reportes en .NET Core,17,3867
216,216. Useful Resources &amp; Links,10,2811
216,216. Defining a Persistent Volume,9,2599
216,216. Model para Carrito de Compras,14,3496
216,"216. Adding, Modifying &amp; Deleting Properties",1,581
216,216. Getting Started,8,2208
216,216. Connecting to our Cluster,7,2034
216,216. Reactive: Setting and Patching Values,3,1206
216,216. Handling the Loading State,5,1675
217,217. Handling Errors,5,1676
217,217. [OPTIONAL] Assignment Solution,3,1205
217,217. Wrap Up,7,2049
217,217. Turning a Container into a Grid,8,2207
217,217. Special Key Names &amp; Square Bracket<br><span>Property Access</span>,1,582
217,217. Creating a Persistent Volume Claim,9,2600
217,217. Module Introduction,10,2812
217,217. Instalacion de Libreria para Generar Reporte,17,3868
217,217. Creacion de interfaces de carrito de compra,14,3546
217,217. Debugging the order method,24,4654
217,217. Paginación,28,6280
217,217. Editing roles in the client,25,5067
217,217. Crear la base de datos de MonDB,29,6442
217,217. Optimizing the events part 2,34,7485
217,217. Connecting to the hub,33,7138
217,217. Temas / Themes,41,8420
217,217. Fuentes Vectoriales,46,9146
217,217. 217. Creando la base de datos,47,9704
217,217. 217. Creando Estilos de párrafos y librerías de textos,49,9988
218,218. 218. Librerías de imágenes,49,9989
218,218. 218. Creando la interfaz,47,9705
218,218. Mockup del Diseño,46,9155
218,218. Widgets,41,8421
218,218. Sending comments,33,7189
218,218. Optimizing the profiles,34,7486
218,218. Conexión a la base de datos desde Node,29,6493
218,218. Editing roles part two,25,5068
218,218. Collapse,28,6281
218,218. Introducing the Unit of work,24,4655
218,218. Implementar logica Repository de redis,14,3545
218,218. Creacion de la clase Generar Reporte PDF,17,3869
218,218. API Setup,10,2813
218,218. Using a Claim in a Pod,9,2601
218,218. Property Types &amp; Property Order,1,583
218,218. Defining Columns &amp; Rows,8,2206
218,218. Useful Resources &amp; Links,7,2035
218,218. Adding A Checkout Form,5,1703
218,218. Introduction,3,1204
219,219. TD: Adding the Shopping List Form,3,1203
219,219. Reading Form Values,5,1702
219,219. Module Introduction,7,2036
219,219. Positioning Child Elements in a Grid,8,2205
219,219. Dynamic Property Access &amp; Setting<br><span>Properties Dynamically</span>,1,584
219,219. Volumes vs Persistent Volumes,9,2602
219,219. Angular 8 &amp; @ViewChild(),10,2863
219,219. Creacion de Documento PDF,17,3870
219,219. Controller para Carrito de Compras,14,3544
219,219. Implementing the Unit of work,24,4671
219,219. Barra de progreso con Bootstrap y JavaScript,28,6282
219,219. Section 16 summary,25,5069
219,219. Crear servidor con Node JS,29,6494
219,219. Building the application,34,7487
219,219. Adding validation and fix issues,33,7190
219,219. Menús y Personalización,41,8422
219,219. Responsive Luminoso,46,9167
219,219. 219. Renderizando los elementos,47,9706
219,219. 219. UI Kits de estilo y PSD,49,9990
220,220. 220. Icon Fonts,49,9991
220,220. 220. Currying aplicado,47,9707
220,220. BONUS: Reglas Fotográficas,46,9168
220,220. Plugins,41,8394
220,220. Resolving UTC dates,33,7191
220,220. Service worker,34,7488
220,220. Como usar un cliente RESTful,29,6495
220,220. Introduction,25,5070
220,220. Tooltips,28,6283
220,220. Updating the generic repository,24,4670
220,220. Agregar y Actualizar Productos en NET Core,14,3543
220,220. Crear Controller para Exportar PDF,17,3871
220,220. Adding a LocationPicker Component,10,2862
220,220. Using Environment Variables,9,2603
220,220. Demo App &amp; Shorthand Property Syntax,1,585
220,"220. Using element-sizing, repeat &amp; minmax",8,2204
220,220. What are Transactions?,7,2037
220,220. Adding Form Validation,5,1701
